index,Region_Code,Cost_Call,Total_Charge,Total_Minutes,Total_Calls,Min_Call
1860,1,4.26,70.23,694.1,299,2.32
1861,4,6.55,48.99,499.0,321,1.55
1862,3,3.86,74.91,693.0,289,2.4
1863,5,4.87,59.35,561.3,289,1.94
1864,4,3.59,67.65,671.8,243,2.76
1865,3,6.32,50.15,494.1,317,1.56
1866,6,6.63,47.48,557.7,315,1.77
1867,4,5.02,58.11,578.3,292,1.98
1868,5,4.02,65.36,637.0,263,2.42
1869,5,4.54,80.01,803.7,363,2.21
1870,6,5.31,64.36,667.5,342,1.95
1871,3,4.65,62.57,653.5,291,2.25
1872,4,4.81,51.32,596.9,247,2.42
1873,3,4.5,64.38,574.2,290,1.98
1874,5,6.05,57.04,595.2,345,1.73
1875,4,5.07,55.63,569.4,282,2.02
1876,6,6.78,57.4,604.6,389,1.55
1877,5,5.14,64.84,631.5,333,1.9
1878,5,4.47,82.26,743.4,368,2.02
1879,6,7.62,50.25,525.7,383,1.37
1880,4,5.25,55.76,581.7,293,1.99
1881,3,3.78,79.13,752.3,299,2.52
1882,7,3.59,65.74,638.6,236,2.71
1883,5,5.26,52.66,525.1,277,1.9
1884,7,5.74,52.12,541.1,299,1.81
1885,3,4.14,70.79,646.0,293,2.2
1886,2,6.9,45.08,509.1,311,1.64
1887,6,6.38,47.16,445.6,301,1.48
1888,1,4.26,63.59,570.7,271,2.11
1889,3,7.03,48.5,475.9,341,1.4
1890,3,4.19,64.48,557.7,270,2.07
1891,5,4.17,63.14,661.1,263,2.51
1892,3,5.64,63.11,563.2,356,1.58
1893,3,4.43,78.8,786.5,349,2.25
1894,6,6.42,48.3,535.1,310,1.73
1895,7,5.48,59.81,581.6,328,1.77
1896,5,5.53,60.42,643.8,334,1.93
1897,3,4.35,70.35,706.5,306,2.31
1898,4,4.12,75.08,696.6,309,2.25
1899,6,5.61,47.79,532.3,268,1.99
1900,4,4.06,69.14,684.1,281,2.43
1901,3,5.36,64.58,623.8,346,1.8
1902,5,3.53,65.38,638.9,231,2.77
1903,4,6.08,61.01,552.5,371,1.49
1904,1,5.7,55.75,517.6,318,1.63
1905,4,5.31,58.39,577.9,310,1.86
1906,7,7.23,43.85,390.3,317,1.23
1907,3,5.04,64.74,649.3,326,1.99
1908,4,8.33,44.05,555.6,367,1.51
1909,4,4.08,70.87,670.6,289,2.32
1910,6,7.24,44.64,562.6,323,1.74
1911,2,3.68,62.69,634.5,231,2.75
1912,4,6.88,52.73,551.3,363,1.52
1913,3,5.2,54.42,524.4,283,1.85
1914,2,6.74,46.15,420.9,311,1.35
1915,5,5.07,68.22,718.6,346,2.08
1916,4,5.83,55.21,562.5,322,1.75
1917,6,5.44,57.5,627.9,313,2.01
1918,3,5.39,61.21,605.9,330,1.84
1919,1,7.43,43.33,526.7,322,1.64
1920,6,4.77,64.82,629.3,309,2.04
1921,5,7.62,43.2,450.1,329,1.37
1922,5,5.28,65.54,577.3,346,1.67
1923,7,5.05,71.72,725.4,362,2.0
1924,4,4.8,63.38,732.9,304,2.41
1925,4,5.58,62.92,645.2,351,1.84
1926,4,5.67,55.04,564.3,312,1.81
1927,6,6.17,50.54,444.1,312,1.42
1928,5,5.89,50.28,530.4,296,1.79
1929,2,6.18,58.24,607.1,360,1.69
1930,4,5.23,55.06,579.4,288,2.01
1931,5,4.1,66.09,566.6,271,2.09
1932,4,5.07,62.17,699.3,315,2.22
1933,4,3.29,79.03,755.7,260,2.91
1934,7,3.91,84.93,794.3,332,2.39
1935,5,5.94,51.0,555.4,303,1.83
1936,5,9.34,38.54,415.3,360,1.15
1937,3,6.35,58.09,484.8,369,1.31
1938,1,5.24,51.15,578.1,268,2.16
1939,6,5.92,51.67,543.1,306,1.77
1940,3,4.81,56.7,593.8,273,2.18
1941,5,5.84,59.63,622.0,348,1.79
1942,3,4.5,63.35,673.0,285,2.36
1943,2,5.31,57.48,598.4,305,1.96
1944,7,4.98,58.66,604.2,292,2.07
1945,1,3.46,68.18,603.6,236,2.56
1946,3,4.52,58.9,552.5,266,2.08
1947,3,4.83,62.17,636.3,300,2.12
1948,5,5.52,59.23,653.5,327,2.0
1949,3,4.82,60.43,617.4,291,2.12
1950,6,6.36,47.5,471.5,302,1.56
1951,3,7.44,46.52,469.9,346,1.36
1952,5,5.65,58.99,594.8,333,1.79
1953,1,5.25,67.62,666.8,355,1.88
1954,3,4.21,76.01,721.4,320,2.25
1955,3,4.47,63.72,617.5,285,2.17
1956,5,4.15,62.0,578.3,257,2.25
1957,5,4.5,63.31,583.3,285,2.05
1958,4,6.69,42.77,400.1,286,1.4
1959,4,4.05,67.85,672.9,275,2.45
1960,6,6.75,40.61,375.4,274,1.37
1961,5,5.76,51.43,540.0,296,1.82
1962,6,6.14,53.07,612.4,326,1.88
1963,4,7.93,45.28,465.0,359,1.3
1964,5,5.18,57.35,563.5,297,1.9
1965,4,5.0,67.21,629.9,336,1.87
1966,3,6.15,55.6,590.6,342,1.73
1967,3,5.86,53.24,557.3,312,1.79
1968,5,5.41,55.8,543.9,302,1.8
1969,3,5.44,54.24,603.8,295,2.05
1970,5,5.38,59.51,601.9,320,1.88
1971,3,4.6,69.07,728.9,318,2.29
1972,3,4.91,56.83,555.4,279,1.99
1973,2,3.89,76.94,678.7,299,2.27
1974,5,4.37,55.13,599.5,241,2.49
1975,1,6.4,46.27,468.7,296,1.58
1976,2,4.3,68.3,652.1,294,2.22
1977,5,4.33,69.95,630.1,303,2.08
1978,4,4.17,59.97,549.8,250,2.2
1979,2,3.87,63.89,609.8,247,2.47
1980,5,5.0,59.8,646.6,299,2.16
1981,4,6.87,52.23,585.8,359,1.63
1982,3,4.11,62.5,628.0,257,2.44
1983,5,4.84,56.21,604.8,272,2.22
1984,5,4.04,77.14,674.1,312,2.16
1985,2,6.51,49.93,535.5,325,1.65
1986,3,11.74,23.25,313.0,273,1.15
1987,7,6.54,50.32,475.5,329,1.45
1988,6,5.5,54.14,560.5,298,1.88
1989,2,3.73,60.3,645.3,225,2.87
1990,5,5.67,55.55,593.9,315,1.89
1991,5,5.39,58.66,578.0,316,1.83
1992,4,4.41,60.49,560.8,267,2.1
1993,3,4.07,70.26,701.1,286,2.45
1994,5,5.39,49.5,435.9,267,1.63
1995,2,4.35,78.37,741.6,341,2.17
1996,2,5.16,66.42,672.4,343,1.96
1997,3,4.06,67.28,575.0,273,2.11
1998,5,6.54,43.26,471.9,283,1.67
1999,2,6.73,40.69,447.2,274,1.63
2000,4,5.47,53.72,532.4,294,1.81
2001,6,4.48,76.37,689.5,342,2.02
2002,4,5.5,60.59,632.0,333,1.9
2003,1,5.95,58.2,555.2,346,1.6
2004,1,4.23,63.11,643.6,267,2.41
2005,4,5.45,51.93,546.0,283,1.93
2006,5,4.74,57.59,557.7,273,2.04
2007,3,4.27,71.14,670.1,304,2.2
2008,6,4.5,68.37,570.1,308,1.85
2009,6,6.38,48.13,502.3,307,1.64
2010,5,8.11,45.24,479.1,367,1.31
2011,2,5.33,60.63,589.3,323,1.82
2012,3,6.12,50.63,474.1,310,1.53
2013,1,4.55,59.82,560.5,272,2.06
2014,3,4.88,57.94,553.6,283,1.96
2015,3,4.3,67.37,569.0,290,1.96
2016,4,4.51,66.99,649.2,302,2.15
2017,5,5.96,54.38,542.2,324,1.67
2018,2,5.32,60.7,625.9,323,1.94
2019,4,4.97,58.72,545.2,292,1.87
2020,3,3.79,71.57,692.7,271,2.56
2021,4,5.35,59.27,577.7,317,1.82
2022,5,5.34,47.9,494.1,256,1.93
2023,6,5.51,55.49,507.6,306,1.66
2024,5,4.98,55.21,544.4,275,1.98
2025,3,6.68,54.49,542.4,364,1.49
2026,2,5.76,57.95,617.9,334,1.85
2027,3,5.86,58.05,595.4,340,1.75
2028,3,3.68,84.68,792.0,312,2.54
2029,6,5.98,54.53,549.4,326,1.69
2030,3,4.53,68.14,647.3,309,2.09
2031,3,5.51,56.96,603.7,314,1.92
2032,4,4.7,56.2,605.2,264,2.29
2033,4,3.03,74.8,757.7,227,3.34
2034,2,5.54,61.14,697.2,339,2.06
2035,3,3.26,71.15,714.7,232,3.08
2036,1,5.19,64.31,561.9,334,1.68
2037,3,7.63,43.62,489.3,333,1.47
2038,6,4.03,79.64,766.2,321,2.39
2039,5,6.24,50.81,539.0,317,1.7
2040,3,7.9,44.7,543.6,353,1.54
2041,3,3.82,63.34,576.2,242,2.38
2042,2,3.48,73.82,692.5,257,2.69
2043,5,6.75,46.55,486.2,314,1.55
2044,2,6.31,57.83,574.5,365,1.57
2045,3,4.59,69.66,615.1,320,1.92
2046,4,5.53,56.02,602.8,310,1.94
2047,3,5.29,63.65,619.5,337,1.84
2048,3,6.37,55.07,582.2,351,1.66
2049,3,4.34,64.07,634.0,278,2.28
2050,2,5.06,59.53,585.8,301,1.95
2051,3,4.36,72.49,668.5,316,2.12
2052,2,6.41,50.27,554.5,322,1.72
2053,2,5.05,72.9,613.9,368,1.67
2054,4,6.63,49.33,481.2,327,1.47
2055,5,5.32,54.5,480.9,290,1.66
2056,4,5.98,54.38,567.3,325,1.75
2057,4,6.74,43.65,507.5,294,1.73
2058,4,3.6,73.06,749.6,263,2.85
2059,3,4.08,76.22,729.5,311,2.35
2060,3,3.97,69.45,703.3,276,2.55
2061,3,4.48,72.59,618.5,325,1.9
2062,4,5.26,62.68,659.6,330,2.0
2063,5,8.78,44.42,505.3,390,1.3
2064,5,4.77,54.31,589.4,259,2.28
2065,4,4.03,61.75,583.7,249,2.34
2066,5,4.77,64.56,659.6,308,2.14
2067,7,4.84,57.02,555.2,276,2.01
2068,7,5.49,50.6,444.8,278,1.6
2069,1,4.43,76.29,697.8,338,2.06
2070,4,4.86,58.4,544.4,284,1.92
2071,7,4.59,69.74,746.4,320,2.33
2072,3,7.15,48.53,451.9,347,1.3
2073,3,5.58,61.29,645.8,342,1.89
2074,3,5.8,58.58,632.1,340,1.86
2075,2,6.51,56.85,545.2,370,1.47
2076,4,4.5,72.73,702.7,327,2.15
2077,3,5.29,68.66,668.2,363,1.84
2078,6,6.45,42.47,401.3,274,1.46
2079,3,4.5,71.04,684.8,320,2.14
2080,3,3.61,73.43,748.9,265,2.83
2081,5,6.48,49.87,546.1,323,1.69
2082,4,4.26,66.91,646.4,285,2.27
2083,7,5.45,49.89,493.8,272,1.82
2084,5,5.04,56.72,574.4,286,2.01
2085,3,6.21,49.27,518.4,306,1.69
2086,2,4.54,54.79,615.7,249,2.47
2087,3,5.42,58.31,600.6,316,1.9
2088,3,4.47,63.48,574.4,284,2.02
2089,4,4.66,64.38,696.3,300,2.32
2090,5,4.44,67.14,609.3,298,2.04
2091,4,4.12,59.5,571.3,245,2.33
2092,3,5.63,61.5,577.2,346,1.67
2093,1,4.0,64.58,621.1,258,2.41
2094,2,5.02,56.93,536.1,286,1.87
2095,2,5.09,66.75,592.5,340,1.74
2096,3,4.5,58.93,480.6,265,1.81
2097,2,5.09,54.19,546.4,276,1.98
2098,3,6.05,55.74,595.0,337,1.77
2099,4,3.87,85.53,817.7,331,2.47
2100,4,9.27,33.97,372.6,315,1.18
2101,7,5.77,52.83,555.1,305,1.82
2102,3,4.16,71.81,655.1,299,2.19
2103,4,3.8,80.07,723.8,304,2.38
2104,5,5.89,46.02,472.3,271,1.74
2105,4,3.86,70.55,639.0,272,2.35
2106,5,4.65,64.93,615.1,302,2.04
2107,3,4.01,76.38,747.2,306,2.44
2108,3,4.78,52.74,535.2,252,2.12
2109,2,5.61,57.42,568.8,322,1.77
2110,4,5.69,49.6,512.5,282,1.82
2111,5,5.66,47.14,574.4,267,2.15
2112,5,5.29,51.56,519.3,273,1.9
2113,4,3.48,85.09,799.9,296,2.7
2114,6,4.04,70.28,621.0,284,2.19
2115,1,5.15,62.91,620.3,324,1.91
2116,5,4.33,54.51,484.8,236,2.05
2117,2,5.29,63.11,581.5,334,1.74
2118,6,5.3,57.79,592.1,306,1.93
2119,1,3.88,76.63,735.6,297,2.48
2120,2,4.43,58.69,614.2,260,2.36
2121,1,6.1,48.87,525.8,298,1.76
2122,5,3.26,83.33,803.7,272,2.95
2123,3,6.62,42.29,464.3,280,1.66
2124,3,9.28,33.74,478.1,313,1.53
2125,4,4.56,55.45,625.2,253,2.47
2126,3,4.4,71.43,698.0,314,2.22
2127,4,4.33,63.71,630.4,276,2.28
2128,2,6.74,44.08,469.6,297,1.58
2129,4,5.88,61.02,690.3,359,1.92
2130,6,4.0,72.7,671.1,291,2.31
2131,3,4.84,54.94,599.5,266,2.25
2132,5,7.21,44.79,485.8,323,1.5
2133,3,4.48,63.59,625.7,285,2.2
2134,4,3.45,69.19,700.4,239,2.93
2135,5,6.3,55.85,543.2,352,1.54
2136,5,4.28,69.67,680.2,298,2.28
2137,4,4.87,63.51,591.6,309,1.91
2138,2,5.34,64.02,663.9,342,1.94
2139,5,4.34,76.54,755.9,332,2.28
2140,4,4.62,59.79,592.0,276,2.14
2141,3,6.3,50.35,583.7,317,1.84
2142,2,7.41,44.25,465.6,328,1.42
2143,4,6.25,48.62,479.5,304,1.58
2144,5,5.25,46.31,471.9,243,1.94
2145,6,4.78,64.64,681.4,309,2.21
2146,5,5.54,59.37,541.2,329,1.64
2147,3,3.96,75.67,691.2,300,2.3
2148,2,4.83,56.53,606.4,273,2.22
2149,3,3.49,74.54,621.2,260,2.39
2150,5,4.56,75.86,724.4,346,2.09
2151,5,6.26,50.5,564.4,316,1.79
2152,7,5.85,57.42,508.7,336,1.51
2153,2,7.19,39.66,424.7,285,1.49
2154,2,4.95,70.76,741.9,350,2.12
2155,5,4.1,78.53,707.1,322,2.2
2156,5,4.53,67.12,640.2,304,2.11
2157,3,5.88,56.62,557.6,333,1.67
2158,5,6.35,44.72,560.5,284,1.97
2159,3,5.13,63.91,665.1,328,2.03
2160,2,5.13,54.02,610.2,277,2.2
2161,4,4.55,56.26,545.2,256,2.13
2162,5,4.36,71.81,725.1,313,2.32
2163,3,4.17,73.54,716.8,307,2.33
2164,5,3.85,72.17,632.0,278,2.27
2165,3,5.2,61.33,605.9,319,1.9
2166,3,4.5,64.22,598.4,289,2.07
2167,1,6.0,52.81,584.0,317,1.84
2168,5,6.49,54.56,479.5,354,1.35
2169,3,4.48,60.04,621.0,269,2.31
2170,4,4.78,63.76,668.6,305,2.19
2171,2,5.29,60.11,607.8,318,1.91
2172,5,4.08,64.27,607.4,262,2.32
2173,3,10.24,33.8,392.6,346,1.13
2174,3,7.69,37.86,372.1,291,1.28
2175,6,6.29,50.74,516.5,319,1.62
2176,2,4.49,58.34,612.5,262,2.34
2177,3,4.51,61.8,637.9,279,2.29
2178,2,6.49,47.73,509.3,310,1.64
2179,6,7.76,39.7,396.3,308,1.29
2180,5,6.52,52.0,562.0,339,1.66
2181,7,4.93,67.48,632.6,333,1.9
2182,2,5.05,65.36,676.9,330,2.05
2183,5,5.71,60.79,621.0,347,1.79
2184,2,4.62,65.38,678.5,302,2.25
2185,6,5.32,57.29,545.0,305,1.79
2186,6,3.52,80.39,796.6,283,2.81
2187,1,5.3,56.58,571.4,300,1.9
2188,2,5.16,60.83,687.7,314,2.19
2189,4,7.65,41.29,444.9,316,1.41
2190,5,6.22,48.74,545.3,303,1.8
2191,4,8.34,37.54,404.0,313,1.29
2192,4,4.93,57.04,588.4,281,2.09
2193,6,3.69,72.89,668.2,269,2.48
2194,5,6.11,47.45,568.2,290,1.96
2195,5,5.6,53.9,558.9,302,1.85
2196,3,3.7,65.45,629.1,242,2.6
2197,5,4.55,65.12,633.5,296,2.14
2198,5,5.32,65.37,547.7,348,1.57
2199,1,3.66,69.16,669.3,253,2.65
2200,5,5.47,52.48,522.3,287,1.82
2201,4,8.41,43.06,477.4,362,1.32
2202,3,4.27,60.47,559.6,258,2.17
2203,4,5.01,63.43,690.1,318,2.17
2204,5,8.03,46.96,459.9,377,1.22
2205,3,6.89,51.07,534.5,352,1.52
2206,5,6.13,59.73,575.3,366,1.57
2207,3,6.94,47.71,480.9,331,1.45
2208,5,5.5,58.87,616.2,324,1.9
2209,1,5.41,50.42,480.9,273,1.76
2210,2,3.43,78.22,736.0,268,2.75
2211,4,4.84,66.98,640.1,324,1.98
2212,5,4.12,65.1,595.9,268,2.22
2213,6,3.56,74.93,730.1,267,2.73
2214,4,5.51,64.44,624.9,355,1.76
2215,5,3.8,79.38,712.8,302,2.36
2216,5,4.16,67.86,619.0,282,2.2
2217,1,5.29,58.61,559.6,310,1.81
2218,3,5.35,56.63,611.4,303,2.02
2219,5,7.18,39.44,456.0,283,1.61
2220,5,4.33,62.64,635.5,271,2.35
2221,5,4.45,59.53,573.4,265,2.16
2222,7,4.98,58.87,616.7,293,2.1
2223,2,5.24,57.39,524.6,301,1.74
2224,3,4.71,49.72,509.0,234,2.18
2225,4,4.1,61.19,633.4,251,2.52
2226,4,6.32,51.09,512.7,323,1.59
2227,5,4.77,71.96,688.9,343,2.01
2228,1,4.19,62.01,581.9,260,2.24
2229,3,4.61,69.8,709.0,322,2.2
2230,5,5.76,60.46,541.3,348,1.56
2231,5,9.21,34.11,378.2,314,1.2
2232,2,6.31,44.87,526.8,283,1.86
2233,1,5.32,54.29,597.2,289,2.07
2234,5,4.69,63.78,579.4,299,1.94
2235,4,3.91,61.37,602.8,240,2.51
2236,3,5.0,69.65,623.8,348,1.79
2237,2,5.09,56.34,595.5,287,2.07
2238,3,4.55,75.79,695.4,345,2.02
2239,5,5.96,59.6,596.3,355,1.68
2240,2,5.54,52.91,521.2,293,1.78
2241,1,10.93,30.18,413.3,330,1.25
2242,2,4.65,63.21,633.7,294,2.16
2243,3,6.2,52.27,532.1,324,1.64
2244,3,3.9,70.72,678.5,276,2.46
2245,4,5.16,58.55,514.5,302,1.7
2246,2,4.86,52.44,546.2,255,2.14
2247,2,4.94,63.15,611.6,312,1.96
2248,4,4.71,74.08,729.7,349,2.09
2249,5,6.04,41.92,444.4,253,1.76
2250,4,5.55,68.62,719.3,381,1.89
2251,3,5.1,53.53,462.5,273,1.69
2252,4,11.63,28.73,393.0,334,1.18
2253,4,6.88,42.0,533.7,289,1.85
2254,5,4.62,53.67,535.8,248,2.16
2255,5,6.76,47.52,460.2,321,1.43
2256,2,5.13,60.84,615.2,312,1.97
2257,5,4.04,68.8,676.2,278,2.43
2258,5,3.76,75.04,689.6,282,2.45
2259,5,3.8,77.3,664.3,294,2.26
2260,3,3.87,80.13,733.3,310,2.37
2261,3,3.29,72.1,676.7,237,2.86
2262,5,6.49,37.44,415.2,243,1.71
2263,2,5.62,71.76,662.6,403,1.64
2264,5,5.01,62.24,611.4,312,1.96
2265,7,3.34,81.17,763.1,271,2.82
2266,2,4.57,64.29,570.5,294,1.94
2267,5,4.29,84.92,760.7,364,2.09
2268,5,5.69,53.76,563.5,306,1.84
2269,7,9.63,37.18,420.2,358,1.17
2270,7,3.82,69.68,740.2,266,2.78
2271,4,4.9,58.54,685.3,287,2.39
2272,5,5.17,58.59,666.0,303,2.2
2273,4,6.44,51.07,478.0,329,1.45
2274,5,2.9,71.01,649.4,206,3.15
2275,2,5.52,64.28,626.5,355,1.76
2276,4,3.76,55.59,555.4,209,2.66
2277,7,5.62,57.87,655.1,325,2.02
2278,5,3.43,65.61,695.1,225,3.09
2279,1,6.9,48.26,545.5,333,1.64
2280,5,5.62,60.19,596.1,338,1.76
2281,5,3.46,67.34,704.9,233,3.03
2282,2,4.12,57.98,620.7,239,2.6
2283,5,5.87,55.39,469.3,325,1.44
2284,4,5.6,53.56,544.8,300,1.82
2285,3,5.42,55.75,580.4,302,1.92
2286,6,5.91,54.49,597.0,322,1.85
2287,2,4.41,70.13,632.9,309,2.05
2288,3,5.85,56.05,550.6,328,1.68
2289,5,3.01,77.82,733.0,234,3.13
2290,2,4.81,75.87,720.2,365,1.97
2291,1,3.53,64.88,627.1,229,2.74
2292,5,7.23,49.4,499.3,357,1.4
2293,4,3.56,67.17,652.1,239,2.73
2294,5,6.51,54.03,533.6,352,1.52
2295,1,6.76,46.29,440.7,313,1.41
2296,5,4.58,61.76,622.2,283,2.2
2297,3,6.5,47.38,536.9,308,1.74
2298,6,7.78,38.42,409.9,299,1.37
2299,3,3.86,68.59,658.5,265,2.48
2300,5,4.44,63.1,668.7,280,2.39
2301,4,5.34,54.67,568.0,292,1.95
2302,5,5.05,57.86,606.2,292,2.08
2303,3,8.46,32.49,398.9,275,1.45
2304,6,6.99,48.34,488.0,338,1.44
2305,3,5.65,50.8,576.9,287,2.01
2306,5,4.42,70.31,684.1,311,2.2
2307,3,3.65,75.1,684.0,274,2.5
2308,3,4.44,61.26,571.3,272,2.1
2309,2,4.31,62.19,664.1,268,2.48
2310,3,4.18,72.45,693.8,303,2.29
2311,1,5.23,62.96,708.7,329,2.15
2312,6,4.61,57.95,661.6,267,2.48
2313,5,3.78,67.92,574.0,257,2.23
2314,5,4.37,67.25,663.4,294,2.26
2315,2,5.08,53.15,508.2,270,1.88
2316,4,6.16,50.3,478.0,310,1.54
2317,5,4.25,59.55,534.3,253,2.11
2318,5,4.84,62.96,610.5,305,2.0
2319,3,4.05,78.33,715.0,317,2.26
2320,3,6.48,51.05,518.3,331,1.57
2321,5,3.33,69.38,800.8,231,3.47
2322,5,4.18,76.78,776.6,321,2.42
2323,5,4.53,56.72,579.0,257,2.25
2324,5,5.81,55.72,596.1,324,1.84
2325,2,4.48,79.69,757.8,357,2.12
2326,6,4.89,68.08,633.9,333,1.9
2327,4,5.04,50.58,495.7,255,1.94
2328,5,5.66,49.45,511.5,280,1.83
2329,5,7.19,50.08,555.7,360,1.54
2330,3,5.99,54.92,579.7,329,1.76
2331,3,4.62,71.87,707.9,332,2.13
2332,5,5.23,54.83,548.7,287,1.91
2333,6,5.93,51.27,549.4,304,1.81
2334,5,6.75,40.57,446.4,274,1.63
2335,3,4.95,54.39,539.7,269,2.01
2336,4,4.74,66.43,687.4,315,2.18
2337,5,4.49,68.38,675.4,307,2.2
2338,3,5.8,51.51,563.2,299,1.88
2339,5,6.46,43.62,454.2,282,1.61
2340,2,4.17,61.32,592.6,256,2.31
2341,5,6.3,53.78,638.1,339,1.88
2342,3,5.72,57.52,566.0,329,1.72
2343,5,4.55,57.34,554.3,261,2.12
2344,1,5.06,62.03,578.1,314,1.84
2345,5,4.03,69.99,632.5,282,2.24
2346,5,5.85,51.6,520.6,302,1.72
2347,3,5.0,60.66,584.6,303,1.93
2348,5,4.19,75.69,695.7,317,2.19
2349,4,4.63,66.52,666.1,308,2.16
2350,4,7.8,43.32,347.7,338,1.03
2351,6,5.52,56.66,615.0,313,1.96
2352,5,3.97,57.7,571.2,229,2.49
2353,3,4.17,53.98,574.8,225,2.55
2354,2,3.93,77.09,701.1,303,2.31
2355,3,4.49,72.87,732.0,327,2.24
2356,5,3.91,84.85,838.4,332,2.53
2357,3,5.24,61.22,621.8,321,1.94
2358,5,8.03,43.32,425.7,348,1.22
2359,5,5.23,52.44,585.8,274,2.14
2360,3,4.94,64.56,593.3,319,1.86
2361,4,6.91,38.93,404.0,269,1.5
2362,3,5.75,65.04,634.7,374,1.7
2363,4,5.2,48.66,515.5,253,2.04
2364,4,3.44,61.35,602.4,211,2.85
2365,5,4.41,70.22,738.4,310,2.38
2366,5,5.79,50.6,512.7,293,1.75
2367,7,4.31,70.75,633.7,305,2.08
2368,2,4.24,65.26,585.2,277,2.11
2369,4,6.37,53.67,538.9,342,1.58
2370,5,5.42,57.19,561.8,310,1.81
2371,3,4.08,66.85,682.9,273,2.5
2372,3,5.42,57.43,566.4,311,1.82
2373,4,4.51,69.99,647.3,316,2.05
2374,2,5.26,59.66,610.1,314,1.94
2375,1,8.04,41.43,519.9,333,1.56
2376,2,3.0,79.59,689.0,239,2.88
2377,3,7.14,50.7,585.6,362,1.62
2378,1,5.52,58.74,523.6,324,1.62
2379,3,5.12,59.41,597.1,304,1.96
2380,4,5.8,63.1,598.7,366,1.64
2381,5,4.09,57.64,569.8,236,2.41
2382,5,7.63,47.16,402.2,360,1.12
2383,2,6.31,52.31,565.5,330,1.71
2384,4,4.24,71.43,705.7,303,2.33
2385,6,3.67,72.46,721.0,266,2.71
2386,4,4.87,59.93,569.7,292,1.95
2387,3,5.77,55.94,517.9,323,1.6
2388,5,4.11,84.1,785.4,346,2.27
2389,5,5.54,62.82,583.3,348,1.68
2390,4,4.94,62.51,670.7,309,2.17
2391,2,5.44,56.27,582.2,306,1.9
2392,2,6.06,57.9,644.1,351,1.84
2393,3,6.65,39.97,390.9,266,1.47
2394,3,5.81,60.06,597.3,349,1.71
2395,2,4.02,67.72,706.6,272,2.6
2396,2,4.52,64.6,598.6,292,2.05
2397,5,3.14,76.74,649.0,241,2.69
2398,6,5.0,54.2,521.6,271,1.92
2399,3,5.52,50.91,449.9,281,1.6
2400,5,5.37,56.62,602.9,304,1.98
2401,4,3.85,76.03,716.3,293,2.44
2402,4,6.39,51.2,475.4,327,1.45
2403,5,8.05,43.72,475.0,352,1.35
2404,1,3.82,61.71,552.2,236,2.34
2405,2,6.16,59.11,541.3,364,1.49
2406,3,5.26,59.88,624.4,315,1.98
2407,6,4.19,64.88,631.2,272,2.32
2408,6,4.43,65.04,610.8,288,2.12
2409,5,7.1,49.42,560.8,351,1.6
2410,2,7.88,45.07,445.6,355,1.26
2411,3,4.44,60.42,617.3,268,2.3
2412,3,4.06,78.86,661.8,320,2.07
2413,4,3.91,67.71,712.6,265,2.69
2414,3,5.92,41.52,454.2,246,1.85
2415,7,6.33,53.55,593.0,339,1.75
2416,3,5.74,59.45,600.0,341,1.76
2417,5,6.82,41.67,440.9,284,1.55
2418,7,4.53,63.58,636.9,288,2.21
2419,1,4.01,74.74,717.5,300,2.39
2420,3,5.58,52.55,505.8,293,1.73
2421,2,5.04,55.93,519.9,282,1.84
2422,5,5.76,46.16,481.5,266,1.81
2423,5,6.01,45.42,436.9,273,1.6
2424,2,7.45,45.49,477.7,339,1.41
2425,5,6.34,45.44,498.8,288,1.73
2426,5,6.58,54.11,615.6,356,1.73
2427,2,4.86,57.16,600.1,278,2.16
2428,3,6.72,44.35,515.2,298,1.73
2429,4,3.81,71.47,690.6,272,2.54
2430,5,5.37,56.03,591.1,301,1.96
2431,3,4.67,57.15,571.5,267,2.14
2432,4,6.3,52.35,563.7,330,1.71
2433,5,5.01,65.9,608.2,330,1.84
2434,2,7.89,41.06,485.9,324,1.5
2435,4,3.31,87.03,806.1,288,2.8
2436,6,5.19,65.67,612.5,341,1.8
2437,1,5.88,56.51,688.4,332,2.07
2438,2,4.72,65.73,642.5,310,2.07
2439,2,5.68,57.09,557.8,324,1.72
2440,6,6.18,60.4,573.1,373,1.54
2441,7,5.37,55.82,544.2,300,1.81
2442,2,4.74,66.73,677.2,316,2.14
2443,5,7.41,41.58,451.1,308,1.46
2444,6,4.36,76.81,679.2,335,2.03
2445,5,5.11,60.51,560.8,309,1.81
2446,5,6.22,54.66,547.7,340,1.61
2447,4,5.71,58.65,564.2,335,1.68
2448,5,5.04,60.55,498.2,305,1.63
2449,2,4.84,69.28,661.5,335,1.97
2450,4,5.95,52.98,608.0,315,1.93
2451,5,4.45,75.52,667.6,336,1.99
2452,3,5.3,54.94,473.3,291,1.63
2453,7,3.67,64.57,601.1,237,2.54
2454,7,6.62,50.28,582.3,333,1.75
2455,5,7.89,47.42,515.2,374,1.38
2456,4,4.6,66.93,627.8,308,2.04
2457,5,4.63,61.36,624.5,284,2.2
2458,5,4.39,73.54,760.2,323,2.35
2459,7,4.13,64.85,624.0,268,2.33
2460,5,6.29,45.02,512.1,283,1.81
2461,2,5.13,64.27,599.6,330,1.82
2462,3,5.59,55.45,527.8,310,1.7
2463,2,4.52,58.63,596.0,265,2.25
2464,1,7.71,39.19,426.1,302,1.41
2465,3,4.7,56.65,556.1,266,2.09
